"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"290","BIOCARTA_P38MAPK_PATHWAY%MSIGDB_C2%BIOCARTA_P38MAPK_PATHWAY","0.15307994757536","0.622808008466908","0.406303371317023","1.25210698958524","583","34","c(""Map3k7"", ""Hspb2"", ""Hspb1"", ""Map3k1"", ""Map2k4"", ""Rapgef2"", ""Creb1"", ""Tgfb3"", ""Tradd"", ""Mknk1"", ""Atf2"", ""Mef2d"")"
"291","PID_WNT_NONCANONICAL_PATHWAY%MSIGDB_C2%PID_WNT_NONCANONICAL_PATHWAY","0.922318935785843","1","-0.245299141424673","-0.66205254789331","5615","26","c(""Fzd5"", ""Nfatc2"", ""Cthrc1"", ""Chd7"", ""Fzd2"", ""Tab2"")"
"292","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION%MSIGDB_C2%HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","0.0105754704024173","0.169272807120172","-0.403788957383625","-1.44114070604461","76","142","c(""Cd44"", ""Sfrp1"", ""Plod2"", ""Col11a1"", ""Fas"", ""Tgm2"", ""Sgcg"", ""Pmp22"", ""Cdh6"", ""Pcolce"", ""Tfpi2"", ""Mmp2"", ""Col5a3"", ""Cthrc1"", ""Lama1"", ""Ptx3"", ""Spp1"", ""Col3a1"", ""Fmod"", ""Itga5"", ""Thbs2"", ""Serpine2"", ""Col16a1"", ""Gadd45b"", ""Sdc4"", ""Serpinh1"", ""Il15"", ""Sparc"", ""Timp3"", ""Sfrp4"", ""Ctgf"", ""Mmp14"", ""Lgals1"", ""Igfbp2"", ""Gja1"", ""Cxcl12"", ""Glipr1"", ""Emp3"", ""Plod1"", ""Pmepa1"", ""Wipf1"", ""Vegfa"", ""Fstl3"", ""Prrx1"", ""Oxtr"", ""Fstl1"", ""Itgb1"", ""Plod3"", ""Vcam1"", ""Nid2"", ""Bmp1"", ""Fuca1"", ""Loxl1"", ""Fbln5"")"
"293","BIOCARTA_PGC1A_PATHWAY%MSIGDB_C2%BIOCARTA_PGC1A_PATHWAY","0.183273596176822","0.666539354671979","0.493005381834062","1.25506745687796","766","15","c(""Ppara"", ""Camk2a"", ""Ppp3cb"", ""Mef2d"", ""Ywhah"", ""Camk1g"", ""Camk2d"", ""Ppp3ca"")"
"294","BIOCARTA_PTDINS_PATHWAY%MSIGDB_C2%BIOCARTA_PTDINS_PATHWAY","0.538667967797024","0.993668039244261","0.351441251987289","0.936376378176015","2207","18","c(""Jag1"", ""Pdpk1"", ""Eea1"", ""Gsk3b"", ""Bad"", ""Pfkl"", ""Plcg1"", ""Pfkp"", ""Ap2a1"", ""Rps6kb1"")"
"295","PID_PDGFRA_PATHWAY%MSIGDB_C2%PID_PDGFRA_PATHWAY","0.956272401433692","1","0.227129086033196","0.578213412864216","4001","15","c(""Shf"", ""Jak1"", ""Plcg1"", ""Jun"", ""Srf"", ""Shc1"", ""Elk1"", ""Grb2"", ""Crk"", ""Csnk2a1"")"
"296","PID_TCPTP_PATHWAY%MSIGDB_C2%PID_TCPTP_PATHWAY","0.969648133225893","1","0.202784657395059","0.63008404084832","3609","36","c(""Hgf"", ""Stat6"", ""Jak1"", ""Atr"", ""Kpna2"", ""Pik3cb"", ""Ptpn1"", ""Pias1"", ""Eif2a"")"
"297","HALLMARK_MITOTIC_SPINDLE%MSIGDB_C2%HALLMARK_MITOTIC_SPINDLE","0.898376184032476","1","-0.220952514707489","-0.796244891569416","6638","153","c(""Cenpf"", ""Kif23"", ""Kif22"", ""Cep72"", ""Kif2c"", ""Dlgap5"", ""Ttk"", ""Cdc42ep2"", ""Kif4a"", ""Cdk1"", ""Kif15"", ""Gsn"", ""Arhgap10"", ""Cntrob"", ""Fbxo5"", ""Aurka"", ""Nusap1"", ""Cdc42ep1"", ""Uxt"", ""Pdlim5"", ""Prex1"", ""Lmnb1"", ""Cntrl"", ""Pcgf5"", ""Arhgef3"")"
"298","PID_AR_NONGENOMIC_PATHWAY%MSIGDB_C2%PID_AR_NONGENOMIC_PATHWAY","0.571211353269133","1","0.320084024493655","0.923055831899383","2253","25","c(""Shbg"", ""Creb1"", ""Ar"", ""Plcb1"", ""Gnaz"", ""Mapk1"", ""Pelp1"", ""Gnao1"", ""Map2k1"", ""Plcg1"")"
"299","PID_INTEGRIN1_PATHWAY%MSIGDB_C2%PID_INTEGRIN1_PATHWAY","0.000157952930026852","0.0136523982519876","-0.64720194809501","-1.93368381025893","0","44","c(""Itga4"", ""Plau"", ""Cd14"", ""Itga10"", ""F13a1"", ""Col11a1"", ""Lamb3"", ""Tgm2"", ""Itga11"", ""Itga6"", ""Nid1"", ""Lama1"", ""Spp1"", ""Col3a1"", ""Itga5"", ""Thbs2"", ""Col4a5"", ""Vtn"", ""Mdk"", ""Cspg4"", ""Col18a1"", ""Cd81"")"
"300","PID_ER_NONGENOMIC_PATHWAY%MSIGDB_C2%PID_ER_NONGENOMIC_PATHWAY","0.981619394707653","1","-0.201490911612273","-0.58850643385151","6194","39","c(""Esr2"", ""Gnal"", ""Mmp2"", ""Plcb3"", ""Nos3"", ""Gna13"", ""Gnai2"", ""Plcb2"", ""Gnai3"", ""Rhoa"")"
"301","PID_RAC1_REG_PATHWAY%MSIGDB_C2%PID_RAC1_REG_PATHWAY","0.968988472154571","1","-0.216368901591702","-0.597699785036063","5967","29","c(""Dock6"", ""Dock1"", ""Vav2"", ""Prex1"", ""Arhgap17"", ""Vav3"", ""Tiam1"", ""Vav1"", ""Eps8"", ""Spata13"", ""Arhgdia"")"
"302","BIOCARTA_CHREBP2_PATHWAY%MSIGDB_C2%BIOCARTA_CHREBP2_PATHWAY","0.963870967741935","1","0.214143652790361","0.626092480779911","3734","27","c(""Prkaa1"", ""Prkaa2"", ""Prkag2"", ""Ywhah"", ""Prkar1b"", ""Prkab2"", ""Ppp2ca"", ""Ywhaz"", ""Ywhag"")"
"303","HALLMARK_COMPLEMENT%MSIGDB_C2%HALLMARK_COMPLEMENT","0.00527118879178804","0.115614410558231","-0.423074898644715","-1.4949000060795","37","130","c(""Pik3cg"", ""Irf7"", ""Lck"", ""Cp"", ""Plek"", ""Maff"", ""Itgam"", ""Pla2g7"", ""Cpm"", ""C3"", ""Pim1"", ""Adra2b"", ""Lcp2"", ""Ctsc"", ""Tfpi2"", ""Plg"", ""Rhog"", ""Csrp1"", ""C1qc"", ""C1qa"", ""Dusp5"", ""Cfh"", ""Zeb1"", ""Lyn"", ""Gnb4"", ""Atox1"", ""S100a13"", ""Pdp1"", ""Casp1"", ""Mmp14"", ""Mmp15"", ""Kcnip3"", ""Prss36"", ""Clu"", ""Ctsl"", ""Lamp2"", ""Dyrk2"", ""Anxa5"", ""Psmb9"", ""Cdh13"", ""Gnai2"", ""Fyn"", ""Mt3"", ""Plat"", ""Lgmn"", ""Plscr1"", ""Lap3"", ""Serpinc1"", ""Gnai3"", ""F3"", ""Dusp6"", ""Casp3"", ""Ppp4c"", ""Stx4"", ""Rce1"", ""Car2"", ""Cpq"", ""Pla2g4a"")"
"304","PID_LYSOPHOSPHOLIPID_PATHWAY%MSIGDB_C2%PID_LYSOPHOSPHOLIPID_PATHWAY","0.38854296388543","0.893430598895879","-0.33735571145876","-1.04233681749715","2495","53","c(""Lpar1"", ""Adcy8"", ""Fos"", ""Mmp2"", ""Gab1"", ""Gna12"", ""Lyn"", ""Plcb3"", ""Prkd1"", ""Slc9a3r2"", ""Pld2"", ""Gna13"", ""Lpar4"", ""Gnai2"", ""Gnai3"", ""Casp3"", ""Tiam1"", ""Rhoa"")"
"305","PID_S1P_S1P2_PATHWAY%MSIGDB_C2%PID_S1P_S1P2_PATHWAY","0.496838602329451","0.968891323018501","-0.370230541455161","-0.972790788035216","2985","23","c(""Cdh5"", ""Fos"", ""Gna12"", ""S1pr2"", ""Gna13"", ""Gnai2"", ""Pak1"", ""Gnai3"", ""Rhoa"")"
"306","SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES%MSIGDB_C2%SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES","0.910728910728911","1","0.229754636707964","0.720821428573777","3335","38","c(""Irs1"", ""Cbl"", ""Akt3"", ""Mapk1"", ""Rps6ka2"", ""Ptpn1"", ""Pdk1"", ""Ywhah"", ""Gsk3b"", ""Flot1"", ""Pten"", ""Ywhaz"", ""Rps6kb1"", ""Ywhag"", ""Shc1"", ""Pard6a"")"
"307","PID_VEGFR1_2_PATHWAY%MSIGDB_C2%PID_VEGFR1_2_PATHWAY","0.994410285075461","1","0.179156627969598","0.605661155006164","3557","53","c(""Prkaa1"", ""Camkk2"", ""Prkca"", ""Prkcb"", ""Prkaa2"", ""Iqgap1"", ""Cbl"", ""Pdpk1"", ""Mapk1"", ""Ptk2b"", ""Ptprj"", ""Nck2"", ""Pxn"", ""Map2k1"", ""Prkcd"")"
"308","BIOCARTA_ACTINY_PATHWAY%MSIGDB_C2%BIOCARTA_ACTINY_PATHWAY","0.549581839904421","1","0.36601378673399","0.931778859674031","2299","15","c(""Wasf1"", ""Nckap1"", ""Abi2"", ""Acta1"", ""Actr2"", ""Actr3"", ""Arpc3"", ""Arpc5"", ""Arpc4"")"
"309","PID_WNT_CANONICAL_PATHWAY%MSIGDB_C2%PID_WNT_CANONICAL_PATHWAY","0.532465307520987","0.990179160419112","-0.394732755207164","-0.954624324515978","3107","16","c(""Fzd5"", ""Wnt3"")"
"310","SA_B_CELL_RECEPTOR_COMPLEXES%MSIGDB_C2%SA_B_CELL_RECEPTOR_COMPLEXES","0.911033216491404","1","-0.259870508017283","-0.670406268206848","5457","21","c(""Fos"", ""Lyn"", ""Blnk"", ""Vav2"", ""Vav3"")"
"311","PID_INTEGRIN_A9B1_PATHWAY%MSIGDB_C2%PID_INTEGRIN_A9B1_PATHWAY","0.175769950655096","0.655786305105992","-0.514483080614148","-1.26237498701416","1032","17","c(""F13a1"", ""Tgm2"", ""Spp1"", ""Vegfa"", ""Itgb1"", ""Vcam1"")"
"312","PID_PI3KCI_PATHWAY%MSIGDB_C2%PID_PI3KCI_PATHWAY","0.0244289340101523","0.262225138011041","-0.517680939097286","-1.51761653563261","153","40","c(""Pik3cg"", ""Lck"", ""Pik3r6"", ""Itk"", ""Inpp5d"", ""Dapp1"", ""Lyn"", ""Blnk"", ""Hck"")"
"313","NABA_ECM_AFFILIATED%MSIGDB_C2%NABA_ECM_AFFILIATED","0.0133393285371703","0.190582256046706","-0.462780921140498","-1.51383486685667","88","74","c(""Clec1a"", ""C1qtnf7"", ""Clec4a"", ""Frem3"", ""Clec10a"", ""Sema3c"", ""Sema3f"", ""Anxa3"", ""Anxa2"", ""Sema3e"", ""C1qc"", ""Lgals9"", ""C1qa"", ""Elfn1"", ""Clec5a"", ""Plxnd1"", ""Sdc4"", ""C1ql1"", ""C1qb"", ""Gpc2"", ""Lgals7"", ""Sema3g"", ""Sema6d"", ""Cspg5"", ""Cspg4"", ""Sema3d"", ""Lgals1"", ""Sema3b"")"
"314","PID_WNT_SIGNALING_PATHWAY%MSIGDB_C2%PID_WNT_SIGNALING_PATHWAY","0.482978366593996","0.959220792204379","-0.386298072969392","-0.98759936313499","2879","20","c(""Fzd5"", ""Wnt7a"", ""Wnt3"", ""Cthrc1"", ""Fzd9"", ""Fzd2"", ""Wif1"", ""Wnt7b"", ""Wnt1"")"
"315","PID_RETINOIC_ACID_PATHWAY%MSIGDB_C2%PID_RETINOIC_ACID_PATHWAY","0.634566649771921","1","0.30600177991523","0.882445564002034","2503","25","c(""Vdr"", ""Hdac1l"", ""Ncoa2"", ""Prkca"", ""Ncoa1"", ""Mapk1"", ""Mnat1"", ""Mapk8"", ""Ncor2"")"
"316","NABA_MATRISOME%MSIGDB_C2%NABA_MATRISOME","0.000114116170261326","0.0136523982519876","-0.400734536833503","-1.60069343665494","0","492","c(""Vwa7"", ""Pf4"", ""Il1rn"", ""Plau"", ""Ccl24"", ""Fst"", ""Clec1a"", ""P3h2"", ""C1qtnf7"", ""Clec4a"", ""Mepe"", ""Frem3"", ""Angpt4"", ""Clec10a"", ""Matn4"", ""Dpt"", ""Sfrp1"", ""Col13a1"", ""Wnt9b"", ""F13a1"", ""Vwa5b1"", ""Chad"", ""Cbln4"", ""Plod2"", ""Bmper"", ""Efemp1"", ""Fgf1"", ""Tgfb2"", ""Col11a1"", ""Il17b"", ""Colq"", ""Igfbpl1"", ""Brinp3"", ""Lamb3"", ""Igfbp6"", ""Col9a1"", ""Tgm2"", ""Reln"", ""Bmp4"", ""Fbln7"", ""Wfikkn1"", ""Tnfsf10"", ""Spon2"", ""Serpinf2"", ""Adamts4"", ""Agt"", ""Ntn5"", ""Sema3c"", ""Tnfsf4"", ""Cxcl13"", ""Col17a1"", ""Pcolce"", ""Sulf1"", ""P4ha3"", 
""Col9a2"", ""Ctse"", ""S100a4"", ""Hhip"", ""Wfikkn2"", ""Sema3f"", ""Ctsc"", ""Crispld1"", ""Tgm4"", ""Plg"", ""Anxa3"", ""Anxa2"", ""Adamtsl2"", ""Sema3e"", ""Wnt7a"", ""Kazald1"", ""Wnt16"", ""Srgn"", ""Tnfsf13b"", ""Wnt3"", ""Mmp2"", ""Ntng1"", ""C1qc"", ""Col5a3"", ""Bmp2"", ""Pamr1"", ""Lgals9"", ""Cthrc1"", ""Il25"", ""Nid1"", ""C1qa"", ""Lama1"", ""Serpine3"", ""Tnfsf13"", ""Elfn1"", ""Fgf21"", ""Mfap2"", ""Tecta"", ""Ntn1"", ""Adam17"", ""Lgi3"", ""Spp1"", ""Faslg"", ""Col6a6"", ""Col3a1"", ""Fmod"", ""S100a16"", ""Egflam"", ""Tgfa"", ""Thbs2"", ""Serpine2"", ""Col16a1"", ""Aebp1"", ""Clec5a"", 
""Serpinf1"", ""Ccl19"", ""Lgi4"", ""Plxnd1"", ""S100a3"", ""Igf2"", ""Sdc4"", ""Serpinh1"", ""Scube1"", ""Inhbb"", ""Col4a5"", ""Gdf10"", ""Vtn"", ""Mdk"", ""Adamts9"", ""C1ql1"", ""Vwa1"", ""C1qb"", ""Hmcn1"", ""LOC100910284"", ""Btc"", ""Gpc2"", ""Il15"", ""Sparc"", ""Timp3"", ""Sfrp4"", ""S100a13"", ""Lgals7"", ""Prelp"", ""Cntf"", ""Sema3g"", ""Sema6d"", ""Cspg5"", ""Ctgf"", ""Optc"", ""Mmp14"", ""Cspg4"", ""Col18a1"", ""Cxcl14"", ""Sema3d"", ""S100b"", ""Mmp15"", ""Hapln1"", ""St14"", ""RGD1565033"", ""Lgals1"", ""LOC100911486"", ""Cst3"", ""Cbln2"", ""Serpina11"", ""Angptl4"", ""Sulf2"", ""Igfbp2"", 
""Fgl2"", ""Serpinb9"", ""Sema3b"", ""Ctsl"", ""Cxcl12"", ""Egfl6"", ""Wnt5b"", ""Anxa5"", ""Plod1"", ""Il12a"", ""Angpt2"", ""Mfge8"", ""Pdgfa"", ""Crhbp"", ""Adam32"", ""Htra3"", ""Nrtn"", ""Col11a2"", ""Wnt2b"", ""Vegfa"")"
"317","BIOCARTA_ATM_PATHWAY%MSIGDB_C2%BIOCARTA_ATM_PATHWAY","0.947677343618984","1","-0.239116602169638","-0.611319135512354","5650","20","Brca1"
"318","BIOCARTA_MCM_PATHWAY%MSIGDB_C2%BIOCARTA_MCM_PATHWAY","0.494833135693715","0.967892120332263","-0.39374971682298","-0.98019743862075","2920","18","c(""Mcm3"", ""Ccne1"", ""Cdt1"", ""Cdc6"", ""Mcm5"", ""Cdk2"", ""Mcm2"", ""Mcm6"", ""Cdkn1b"")"
"319","BIOCARTA_MITOCHONDRIA_PATHWAY%MSIGDB_C2%BIOCARTA_MITOCHONDRIA_PATHWAY","0.165847873962392","0.641536853084757","-0.511071068711074","-1.27225628641907","978","18","c(""Casp8"", ""Birc3"", ""Bak1"", ""Bcl2"")"
"320","HALLMARK_MYC_TARGETS_V2%MSIGDB_C2%HALLMARK_MYC_TARGETS_V2","0.999221910986617","1","-0.155238700654758","-0.478097591615172","6420","52","c(""LOC100912604"", ""Hk2"", ""Ung"")"
"321","HALLMARK_P53_PATHWAY%MSIGDB_C2%HALLMARK_P53_PATHWAY","0.184723726977248","0.667177321274367","-0.319354576271187","-1.1536205920523","1363","158","c(""Ada"", ""Pidd1"", ""Txnip"", ""Ifi30"", ""Rrad"", ""Phlda3"", ""Hmox1"", ""Fas"", ""Klk8"", ""S100a4"", ""Fos"", ""Abhd4"", ""Bmp2"", ""Epha2"", ""Tcn2"", ""Steap3"", ""Tgfa"", ""Klf4"", ""Zbtb16"", ""Rps12"", ""Inhbb"", ""Ppp1r15a"", ""Mapkapk3"", ""Stom"", ""Ddit4"", ""Casp1"", ""Pcna"", ""St14"", ""Cdkn2aip"", ""F2r"", ""Cd81"", ""Sec61a1"", ""Cdkn1a"", ""Bak1"", ""Cd82"", ""Pdgfa"", ""Rrp8"", ""Cdh13"", ""Ddit3"")"
"322","BIOCARTA_ATRBRCA_PATHWAY%MSIGDB_C2%BIOCARTA_ATRBRCA_PATHWAY","0.625105878366932","1","-0.356026588157543","-0.886289779732842","3689","18","c(""Brca1"", ""Rad1"")"
"323","ST_G_ALPHA_I_PATHWAY%MSIGDB_C2%ST_G_ALPHA_I_PATHWAY","0.595288042601259","1","-0.327567088516721","-0.911993473870113","3688","30","c(""Drd2"", ""Kcnj5"", ""Plcb4"", ""Plcb3"", ""Akt2"", ""Itpr1"", ""Plcb2"", ""Rgs20"")"
"324","BIOCARTA_EPO_PATHWAY%MSIGDB_C2%BIOCARTA_EPO_PATHWAY","0.590885728970362","1","-0.376698589881821","-0.911010378967223","3448","16","c(""Ptpn6"", ""Fos"", ""Stat5b"")"
"325","BIOCARTA_IGF1_PATHWAY%MSIGDB_C2%BIOCARTA_IGF1_PATHWAY","0.588804071246819","1","-0.361345253447251","-0.910568643050517","3470","19","c(""Pik3cg"", ""Fos"")"
"326","PID_IL2_STAT5_PATHWAY%MSIGDB_C2%PID_IL2_STAT5_PATHWAY","0.638347492920207","1","-0.337602075295021","-0.878960589202982","3831","22","c(""Lck"", ""Ccna2"", ""Faslg"", ""Stat5b"", ""Bcl2"")"
"327","PID_PLK1_PATHWAY%MSIGDB_C2%PID_PLK1_PATHWAY","0.94121375376327","1","-0.229514353940505","-0.670356160853423","5939","39","c(""Cdc20"", ""Spc24"", ""Cdk1"", ""Fbxo5"", ""Kiz"", ""Aurka"", ""Tubg1"", ""Sspo"", ""Pak1"", ""Tpt1"", ""Rhoa"")"
"328","BIOCARTA_CARM_ER_PATHWAY%MSIGDB_C2%BIOCARTA_CARM_ER_PATHWAY","0.940671350507416","1","0.224439090569749","0.666395936378134","3614","29","c(""Hdac1l"", ""Esr1"", ""Pelp1"", ""Med1"", ""Carm1"", ""Hdac4"", ""Grip1"", ""Ncor2"")"
"329","PID_NETRIN_PATHWAY%MSIGDB_C2%PID_NETRIN_PATHWAY","0.944500760263558","1","0.224083853301427","0.646211281402044","3726","25","c(""Dcc"", ""Camk2a"", ""Mapk1"", ""Yes1"", ""Map2k1"", ""Map1b"", ""Trio"", ""Plcg1"", ""Bcar1"", ""Dapk1"")"
"330","BIOCARTA_PROTEASOME_PATHWAY%MSIGDB_C2%BIOCARTA_PROTEASOME_PATHWAY","0.825806451612903","1","0.263201320132013","0.76952253928031","3199","27","c(""Ube3a"", ""Psmb7"", ""Psmc6"", ""Psmc4"", ""Psma5"", ""Psmd14"", ""Psmd12"", ""Psmb6"", ""Rpn1"", ""Psmc3"", ""Psma1"", ""Psma4"", ""Psmd6"", ""Uba1"", ""Psmb4"", ""Psmd8"", ""Psmb1"", ""Psmc2"", ""Psmb3"", ""Psmb5"", ""Psmd11"", ""Psmb2"", ""Psma2"", ""Rpn2"", ""Psma6"", ""Psma7"", ""Ube2a"")"
"331","BIOCARTA_ECM_PATHWAY%MSIGDB_C2%BIOCARTA_ECM_PATHWAY","0.522388059701492","0.985849841050006","-0.374551013071599","-0.957567142718794","3114","20","c(""Pik3cg"", ""Gsn"", ""Fyn"", ""Itgb1"", ""Tln1"", ""Rhoa"")"
"332","HALLMARK_UV_RESPONSE_DN%MSIGDB_C2%HALLMARK_UV_RESPONSE_DN","0.114804902098887","0.554717745735558","-0.352832428981807","-1.23068082371004","814","118","c(""Ptgfr"", ""Has2"", ""Efemp1"", ""Ddah1"", ""Col11a1"", ""Lpar1"", ""Pmp22"", ""Id1"", ""Mt1"", ""Anxa2"", ""Slc22a18"", ""Rbpms"", ""Plcb4"", ""Col3a1"", ""Adora2b"")"
"333","BIOCARTA_AGR_PATHWAY%MSIGDB_C2%BIOCARTA_AGR_PATHWAY","0.754855557369022","1","-0.294355820459967","-0.802649391244029","4624","27","c(""Rapsn"", ""Utrn"", ""Pak6"")"
"334","PID_P38_MKK3_6PATHWAY%MSIGDB_C2%PID_P38_MKK3_6PATHWAY","0.11166130230255","0.550396105857492","0.494442305893333","1.35511389014718","450","20","c(""Map3k7"", ""Gadd45g"", ""Map3k1"", ""Map3k6"", ""Taok1"")"
"335","ST_WNT_BETA_CATENIN_PATHWAY%MSIGDB_C2%ST_WNT_BETA_CATENIN_PATHWAY","0.369288511749347","0.875627087204596","-0.388434170850975","-1.06647647451192","2262","28","c(""Dkk2"", ""Sfrp1"", ""Akt2"", ""Nkd1"", ""Ankrd6"", ""Wif1"", ""Mvp"", ""Fstl1"", ""Cby1"", ""Dact1"", ""Rpsa"")"
"336","PID_ENDOTHELIN_PATHWAY%MSIGDB_C2%PID_ENDOTHELIN_PATHWAY","0.196698333592898","0.680354084935151","-0.390312639690232","-1.19771633168122","1262","51","c(""Prkcq"", ""Prkch"", ""Gnal"", ""Edn3"", ""Adcy8"", ""Fos"", ""Ednrb"", ""Col3a1"", ""Gna12"", ""Slc9a3"", ""Plcb3"")"
"337","PID_IL4_2PATHWAY%MSIGDB_C2%PID_IL4_2PATHWAY","0.533037553478054","0.990326995105274","-0.327612635501355","-0.956877619247683","3363","39","c(""Bcl6"", ""Arg1"", ""Ptpn6"", ""Fes"", ""Inpp5d"", ""Egr2"", ""Il13ra1"", ""Il4r"", ""Hmga1"", ""Stat5b"", ""Dok2"")"
"338","NABA_BASEMENT_MEMBRANES%MSIGDB_C2%NABA_BASEMENT_MEMBRANES","0.0627476882430647","0.426557597262337","-0.535987492644429","-1.43241032706538","379","25","c(""Colq"", ""Lamb3"", ""Ntn5"", ""Ntng1"", ""Nid1"", ""Lama1"", ""Ntn1"", ""Col6a6"", ""Col4a5"", ""Hmcn1"", ""Col18a1"")"
"339","PID_SYNDECAN_4_PATHWAY%MSIGDB_C2%PID_SYNDECAN_4_PATHWAY","0.811351977494622","1","-0.286595825360736","-0.759728743473595","4902","24","c(""Plg"", ""Lama1"", ""Itga5"", ""Sdc4"", ""Mdk"", ""Cxcr4"", ""Cxcl12"", ""Itgb1"", ""Rhoa"", ""Fgfr1"")"
"340","BIOCARTA_P53_PATHWAY%MSIGDB_C2%BIOCARTA_P53_PATHWAY","0.0701392470345539","0.456133243424051","-0.602491813108252","-1.43924394076971","407","15","c(""Ccne1"", ""Timp3"", ""Pcna"", ""Cdkn1a"", ""Bcl2"", ""Cdk4"", ""Ccnd1"", ""Cdk2"")"
"341","PID_P75_NTR_PATHWAY%MSIGDB_C2%PID_P75_NTR_PATHWAY","0.88290506231728","1","-0.240139352131051","-0.75248145133923","5737","57","c(""Birc3"", ""Mag"", ""Plg"", ""Rhoc"", ""Adam17"")"
"342","ST_INTERLEUKIN_4_PATHWAY%MSIGDB_C2%ST_INTERLEUKIN_4_PATHWAY","0.28205996950703","0.783924358189564","-0.461835516008325","-1.14968968995848","1664","18","c(""Cish"", ""Inpp5d"", ""Il13ra1"", ""Il4r"", ""Akt2"")"
"343","BIOCARTA_ERK_PATHWAY%MSIGDB_C2%BIOCARTA_ERK_PATHWAY","0.988089204257476","1","0.185302703388755","0.534374501508751","3898","25","c(""Mapk1"", ""Mknk1"", ""Map2k1"", ""Rps6ka5"", ""Ppp2ca"", ""Shc1"", ""Elk1"", ""Ptprr"", ""Grb2"", ""Raf1"", ""Egfr"", ""Stat3"", ""Sos1"", ""Map2k2"", ""Mknk2"", ""Gnb1"", ""Src"", ""Hras"", ""Rps6ka1"", ""Myc"", ""Ngf"", ""Igf1r"", ""Ngfr"", ""Itgb1"", ""Pdgfra"")"
"344","BIOCARTA_DEATH_PATHWAY%MSIGDB_C2%BIOCARTA_DEATH_PATHWAY","0.196135736320831","0.680354084935151","-0.444739037921722","-1.22855191022125","1207","29","c(""Casp8"", ""Tnfsf10"", ""Birc3"", ""Map3k14"", ""Ripk1"", ""Bcl2"")"
"345","BIOCARTA_HER2_PATHWAY%MSIGDB_C2%BIOCARTA_HER2_PATHWAY","0.655436447166922","1","-0.353037882827826","-0.866240717222969","3851","17","c(""Pik3cg"", ""Erbb3"")"
"346","WNT_SIGNALING%MSIGDB_C2%WNT_SIGNALING","0.51294225761985","0.981079456029638","-0.303773921478143","-0.970578827790174","3348","64","c(""Sfrp1"", ""Tcf7"", ""Fzd5"", ""Wnt7a"", ""Wnt16"", ""Wnt3"", ""Tcf7l1"", ""Sfrp4"", ""Lef1"", ""Nkd1"", ""Wnt5b"", ""Fzd2"", ""Wnt2b"", ""Ctnnbip1"", ""Ccnd1"", ""Wif1"", ""Wnt7b"")"
"347","PID_NECTIN_PATHWAY%MSIGDB_C2%PID_NECTIN_PATHWAY","0.919736521102708","1","0.244142086901364","0.650489610426556","3769","18","c(""Cldn1"", ""Iqgap1"")"
"348","BIOCARTA_BCR_PATHWAY%MSIGDB_C2%BIOCARTA_BCR_PATHWAY","0.868394980184941","1","-0.267599772134936","-0.715152279459463","5258","25","c(""Nfatc2"", ""Fos"", ""Lyn"", ""Blnk"", ""Nfatc3"")"
"349","HALLMARK_PROTEIN_SECRETION%MSIGDB_C2%HALLMARK_PROTEIN_SECRETION","0.81477627471384","1","-0.245645020954273","-0.814682524388566","5480","80","c(""Krt18"", ""Tspan8"", ""Ctsc"", ""Cd63"", ""Abca1"", ""Rab9a"", ""Sec24d"", ""Lamp2"", ""Atp7a"", ""Vamp3"", ""Rer1"", ""Cav2"")"
"350","BIOCARTA_IL6_PATHWAY%MSIGDB_C2%BIOCARTA_IL6_PATHWAY","0.998115470275827","1","-0.170940318386503","-0.413403204622884","5825","16","Fos"
"351","PID_ATM_PATHWAY%MSIGDB_C2%PID_ATM_PATHWAY","0.865208877284595","1","-0.263720945558093","-0.724066535283398","5301","28","Brca1"
"352","PID_EPHA2_FWD_PATHWAY%MSIGDB_C2%PID_EPHA2_FWD_PATHWAY","0.651522885826102","1","-0.354234128070398","-0.869175915929124","3828","17","c(""Epha2"", ""Vav2"", ""Vav3"", ""Pak1"", ""Tiam1"", ""Rhoa"")"
"353","BIOCARTA_NFKB_PATHWAY%MSIGDB_C2%BIOCARTA_NFKB_PATHWAY","0.47182239570627","0.951295511868989","0.369833206133818","0.985379707506088","1933","18","c(""Map3k7"", ""Il1r1"", ""Map3k1"", ""Tradd"", ""Il1a"")"
"354","HALLMARK_TGF_BETA_SIGNALING%MSIGDB_C2%HALLMARK_TGF_BETA_SIGNALING","0.991017964071856","1","0.182463227925488","0.601729870056326","3640","46","c(""Map3k7"", ""Hdac1l"", ""Smad3"", ""Klf10"", ""Junb"", ""Bmpr2"", ""Nog"", ""Fkbp1a"", ""Furin"", ""Sptbn1"", ""Wwtr1"", ""Ncor2"", ""Id2"", ""Skil"")"
"355","PID_RET_PATHWAY%MSIGDB_C2%PID_RET_PATHWAY","0.672608125819135","1","0.282086850743347","0.86930836025538","2565","34","c(""Grb7"", ""Prkca"", ""Irs1"", ""Creb1"", ""Dok6"", ""Pdlim7"", ""Mapk1"", ""Rasa1"", ""Mapk8"", ""Pxn"")"
